"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"Degenerative nevrologiske sykdommer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/nevrologiske-sykdommer-16-17-helsekrav-til-forerkort/degenerative-nevrologiske-sykdommer,""7 Mar 2026"",07:24:29,1,84.4,58"
"Formål med veilederen - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/genetiske-undersokelser-i-helsetjenesten-kapittel-5-i-bioteknologiloven/om-veilederen/formal-med-veilederen,""7 Mar 2026"",07:25:57,1,83.8,65"
"Anbefalinger - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/sarkomer-handlingsprogram/stralebehandling-og-annen-lokalbehandling-ved-lokalisert-sykdom/anbefalinger,""7 Mar 2026"",07:31:27,1,79.4,120"
"Akupunktur kan gi smertereduksjon ved TMD - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/temporomandibulaer-dysfunksjon-tmd/behandlingstiltak-ved-tmd/akupunktur-kan-gi-smertereduksjon-ved-tmd,""7 Mar 2026"",07:31:20,1,82.8,89"
"Strålebehandling - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/nevroendokrine-svulster-i-fordoyelsessystemet-handlingsprogram/generelt-om-behandling/stralebehandling,""7 Mar 2026"",07:34:13,1,79.8,155"
"Punkt 2: Koordinerte tjenester - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/samarbeidsavtaler-mellom-kommuner-og-helseforetak/innhold-i-samarbeidsavtalen/punkt-2-koordinerte-tjenester,""7 Mar 2026"",07:28:26,1,80.7,66"
"Herpes hominis virus - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/lymfekreft-handlingsprogram/infeksjonsprofylakse-og-retningslinjer-for-vaksinasjon/herpes-hominis-virus,""7 Mar 2026"",07:42:12,1,81.1,151"
"Eksempler på sikkerhetsansvar, -roller og oppgaver - Helsedirektoratet,https://www.helsedirektoratet.no/normen/internkontroll-for-informasjonssikkerhet-og-personvern/vedlegg/eksempler-pa-sikkerhetsansvar-roller-og-oppgaver,""7 Mar 2026"",07:44:32,1,75.3,84"
"Dokumentkontroll - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kontroll-av-tvangsbruk-i-psykisk-helsevern-2024/kontrollkommisjonenes-saksbehandling-i-2024/dokumentkontroll,""7 Mar 2026"",07:35:50,1,80.7,88"
"§ 40. Forbud mot restriktive tiltak - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernforskriften-med-kommentarer/pasienter-i-privat-forpleining/40-forbud-mot-restriktive-tiltak,""7 Mar 2026"",07:36:04,1,76.6,58"
"Pasientens legemiddelliste, KS - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/pasientens-legemiddelliste-ks,""7 Mar 2026"",07:37:32,1,78.8,270"
"Overordnet status - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/statusrapport-nasjonal-e-helseportefolje-oktober-2024/status-pa-nasjonal-e-helseportefolje/overordnet-status,""7 Mar 2026"",07:41:39,1,84.6,65"
"§ 5. Omfang og dokumentasjon - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/ledelse-og-kvalitetsforbedring-i-helse-og-omsorgstjenesten/omfang-og-dokumentasjon/5-omfang-og-dokumentasjon,""7 Mar 2026"",07:37:51,1,84.3,56"
"Vedlegg 2 Bruk av aktivitetsmåler - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kartlegging-av-fysisk-aktivitet-blant-voksne-og-eldre-2020-22-kan3/vedlegg/vedlegg-2-bruk-av-aktivitetsmaler,""7 Mar 2026"",07:40:38,1,79.8,70"
"Annen relevant forskning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/velferdsteknologi-til-barn-og-unge-med-funksjonsnedsettelser/kunnskap-fra-forskning/annen-relevant-forskning,""7 Mar 2026"",07:41:42,1,78.7,123"
"§ 2-2 Forholdet til forvaltningsloven - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helse-og-omsorgstjenesteloven-med-kommentarer/forholdet-til-andre-lover/-2-2-forholdet-til-forvaltningsloven,""7 Mar 2026"",07:38:03,1,68.1,102"
"Kirurgi ved tilbakefall og behandlingssvikt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/testikkelkreft-handlingsprogram/annen-kirurgi-enn-orkiektomi/kirurgi-ved-tilbakefall-og-behandlingssvikt,""7 Mar 2026"",07:49:53,1,74.7,235"
"Tilnærming og gjennomføring - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tverrsektorielt-rusforebyggende-arbeid-blant-barn-og-unge/oppdrag-og-tilnaerming/tilnaerming-og-gjennomforing,""7 Mar 2026"",07:49:50,1,80.1,133"
"Gjennomgang av litteratur - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/konsekvensene-av-en-anbefaling-om-folgetjeneste-ved-over-en-times-reisevei/bakgrunn/gjennomgang-av-litteratur,""7 Mar 2026"",07:47:43,1,79.4,215"
"Juridiske forutsetninger og vurderinger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/forbedringer-av-fristbruddordningen-2024/deloppdrag-3-oppgjorslosning/juridiske-forutsetninger-og-vurderinger,""7 Mar 2026"",07:46:17,1,79.5,149"
"Data og metode - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tannhelsetjenester-i-norge/tannhelsetjeneste-til-brukere-av-kommunale-helse-og-omsorgstjenester/data-og-metode,""7 Mar 2026"",07:58:26,1,80.1,83"
"§ 16-3. - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholforskriften-med-kommentarer/kapittel-16-aldersgrenser-ved-innforsel-salg-og-kjop-av-vinrastoff-mv/-16-3,""7 Mar 2026"",08:02:57,1,76.3,56"
"Pasientens måledata, Fredrikstad - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/pasientens-maledata-fredrikstad,""7 Mar 2026"",08:01:55,1,81.2,85"
"Pakkeforløp slutt - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/tykk-og-endetarmskreft/registrering-av-koder-i-pakkeforlop-for-tykk-og-endetarmskreft/pakkeforlop-slutt,""7 Mar 2026"",08:00:44,1,85.2,54"
"Jordmødre i og utenfor helse- og sosialtjenestene - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tilgang-pa-og-behov-for-jordmodre/jordmodre-i-helsetjenestene/jordmodre-i-og-utenfor-helse-og-sosialtjenestene,""7 Mar 2026"",07:54:38,1,78.1,78"
"Organisering av behandling - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/diffuse-gliomer-hos-voksne-handlingsprogram/behandling-av-residiverende-sykdom/organisering-av-behandling,""7 Mar 2026"",07:57:58,1,79.7,117"
"§ 7 Lysforhold - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-og-miljo-i-barnehager-skoler-skolefritidsordninger/miljo-og-helsekrav-til-virksomheter-5-14/7-lysforhold,""7 Mar 2026"",07:55:05,1,81.4,71"
"Avgrensninger og presiseringer - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tverrsektorielt-rusforebyggende-arbeid-blant-barn-og-unge/oppdrag-og-tilnaerming/avgrensninger-og-presiseringer,""7 Mar 2026"",08:10:24,1,80.8,108"
"Overordnede målsettinger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tverrsektorielt-rusforebyggende-arbeid-blant-barn-og-unge/overordnet-om-rusforebygging/overordnede-malsettinger,""7 Mar 2026"",08:09:43,1,80.1,99"
"Punkt 9: Lokale IKT-løsninger - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/samarbeidsavtaler-mellom-kommuner-og-helseforetak/innhold-i-samarbeidsavtalen/punkt-9-lokale-ikt-l%C3%B8sninger,""7 Mar 2026"",08:11:48,1,82.1,95"
"Arbeidsform og deltakere - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/levercellekreft-hepatocellulaert-karsinom-hcc--handlingsprogram/metode-og-prosess/arbeidsform-og-deltakere,""7 Mar 2026"",08:12:00,1,78.7,135"
"§ 7-8 Oppfyllelse av enkeltvedtak som er kjent ugyldig - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer/klage-mv/-7-8-oppfyllelse-av-enkeltvedtak-som-er-kjent-ugyldig,""7 Mar 2026"",08:13:24,1,68.6,74"
"Innspill og oppdateringer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/genetiske-undersokelser-i-helsetjenesten-kapittel-5-i-bioteknologiloven/om-veilederen/innspill-og-oppdateringer,""7 Mar 2026"",08:11:14,1,81.2,74"
"§ 5 Beliggenhet - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-og-miljo-i-barnehager-skoler-skolefritidsordninger/miljo-og-helsekrav-til-virksomheter-5-14/5-beliggenhet,""7 Mar 2026"",08:13:12,1,83.4,70"
"6. Egenandeler og egenandelstak - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/folketrygdloven-kap-5/folketrygdloven--5-24-stonad-til-helsetjenester-i-utlandet/6.egenandeler-og-egenandelstak,""7 Mar 2026"",08:12:16,1,81.8,65"
"Type behandlingsbegrensning - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-behandlingsbegrensninger/type-behandlingsbegrensning,""7 Mar 2026"",08:20:03,1,79.2,75"
"Informasjon til pasient (etter reglene i personvernforordningen) - Helsedirektoratet,https://www.helsedirektoratet.no/normen/sma-helsevirksomheter/mer-om-innholdet-i-sjekklisten/informasjon-til-pasient-etter-reglene-i-personvernforordningen,""7 Mar 2026"",08:14:39,1,77.6,82"
"Kunstig intelligens (maskinlæring) - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/evaluering-av-bioteknologiloven-20242025--delrapport-2/genetiske-undersokelser/kunstig-intelligens-maskinlaering,""7 Mar 2026"",08:23:26,1,78,270"
"Måling og evaluering - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/forvaltning-og-implementering-av-nasjonale-faglige-anbefalinger/maling-og-evaluering,""7 Mar 2026"",08:15:46,1,80.3,88"
"Om veilederen - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/ernaeringshensyn-i-offentlige-anskaffelser-av-mat-og-drikkeprodukter-og-maltider/metode-og-prosess/om-veilederen,""7 Mar 2026"",08:18:42,1,81,73"
"Status: Arbeidsdeling, ledelse og innovasjon - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/arbeidet-med-allmennlegetjenesten/arbeidsdeling-ledelse-og-innovasjon/status-arbeidsdeling-ledelse-og-innovasjon,""7 Mar 2026"",08:15:40,1,78.1,84"
"Antall anker og utfall i Høyesterett - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kontroll-av-tvangsbruk-2022/rettslig-proving-av-kontrollkommisjonens-vedtak/antall-anker-og-utfall-i-hoyesterett,""7 Mar 2026"",08:20:20,1,81.8,65"
"Forholdet mellom kontrollkommisjonen og tilsynsmyndighetene - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kontrollkommisjonens-saksbehandling/velferdskontroll/forholdet-mellom-kontrollkommisjonen-og-tilsynsmyndighetene,""7 Mar 2026"",08:20:42,1,74.9,105"
"Tiltak: Arbeidsdeling, ledelse og innovasjon - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/arbeidet-med-allmennlegetjenesten/arbeidsdeling-ledelse-og-innovasjon/tiltak-arbeidsdeling-ledelse-og-innovasjon,""7 Mar 2026"",08:20:22,1,74.9,187"
"Generelt om nynorsk - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/nynorsk/generelt-om-nynorsk,""7 Mar 2026"",08:31:43,1,81.7,112"
"Legemidler gitt i sykehus - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kostnader-til-legemidler-i-helseforetak-20122023/kostnader-til-legemidler-i-helseforetak/legemidler-gitt-i-sykehus,""7 Mar 2026"",08:36:07,1,80.2,88"
"Oppfølging av diabetes utenom årskontrollen - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/diabetes/oppfolging-utredning-og-organisering-av-diabetesomsorgen/oppfolging-av-diabetes-utenom-arskontrollen,""7 Mar 2026"",08:43:44,1,77.5,96"
"Definisjon av målvolum i henhold til ICRU - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/brystkreft--handlingsprogram/stralebehandling-ved-lokalisert-sykdom/definisjon-av-malvolum-i-henhold-til-icru,""7 Mar 2026"",08:42:10,1,76.4,149"
"Vedlegg 4 Trender fysisk aktivitet menn - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kartlegging-av-fysisk-aktivitet-blant-voksne-og-eldre-2020-22-kan3/vedlegg/vedlegg-4-trender-fysisk-aktivitet-menn,""7 Mar 2026"",08:42:02,1,83.2,66"
"Prinsippet om lovlig, rettferdig og åpen behandling - Helsedirektoratet,https://www.helsedirektoratet.no/normen/personvernprinsippene-faktaark-57/om-prinsippene-og-deres-funksjon/prinsippet-om-lovlig-rettferdig-og-apen-behandling,""7 Mar 2026"",08:40:22,1,75.5,110"
"Habilitet - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-tykktarm-og-endetarm-handlingsprogram/metode-og-prosess-ved-utarbeidelse-av-retningslinjene/habilitet,""7 Mar 2026"",08:38:56,1,80.6,116"
"§ 15-9 Tilleggsmerking av advarsler - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/merking-ved-utlevering-av-legemidler/-15-9-tilleggsmerking-av-advarsler,""7 Mar 2026"",08:46:14,1,82,71"
"Opptrappingsplan for habilitering og rehabilitering - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/omsorg-2020-arsrapport-2019/utviklingsarbeid-utenom-omsorg-2020/opptrappingsplan-for-habilitering-og-rehabilitering,""7 Mar 2026"",08:44:47,1,75.1,104"
"Eksempel 4: Klient-til-VPN med kontrollsone - Helsedirektoratet,https://www.helsedirektoratet.no/normen/fjernaksess-mellom-virksomhet-og-leverandor/eksempler-pa-tekniske-losninger/eksempel-4-klient-til-vpn-med-kontrollsone,""7 Mar 2026"",08:51:19,1,78.9,88"
"Synonymi - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/spraklige-prinsipper/synonymi,""7 Mar 2026"",08:50:26,1,81.9,89"
"Ortoptister som omfattes av stønadsordningen - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/folketrygdloven-kap-5/rundskriv-til-folketrygdloven--5-10-a--ortoptist/ortoptister-som-omfattes-av-stonadsordningen,""7 Mar 2026"",08:50:01,1,74.7,63"
"Opprettholde andre kommunale tjenester under en pandemi - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/pandemiplanlegging/pandemiplanlegging-i-kommunen/andre-kommunale-tjenester-bade-innenfor-og-utenfor-helsesektoren,""7 Mar 2026"",08:55:44,1,75.7,91"
"Vedlegg 4: Rammer - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/anbefaling-om-plassering-av-ansvar-for-at-kommuner-kan-tilgjengeliggjore-journaldokumenter/vedlegg/vedlegg-4-rammer,""7 Mar 2026"",08:47:36,1,79.8,112"
"Matombringing - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/rapportering-av-tjenester-med-definisjoner-og-rapporteringskrav/matombringing,""7 Mar 2026"",08:56:29,1,81.1,59"
"Pasientens måledata, Drammen og Asker - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/pasientens-maledata-drammen-og-asker,""7 Mar 2026"",08:45:45,1,81.4,94"
"Bakgrunn og arbeidsprosess - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-hos-barn-handlingsprogram/prosess-og-metode-for-utarbeiding-av-retningslinjene/bakgrunn-og-arbeidsprosess,""7 Mar 2026"",09:02:52,1,80,258"
"Infeksjon - oppfølging av infeksjonsstatus 30 dager etter aortakoronar bypasskirurgi - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk/kvalitetsindikatorer/infeksjoner/oppf%C3%B8lging-av-infeksjonsstatus-30-dager-etter-utf%C3%B8rt-aortakoronar-bypass,""7 Mar 2026"",09:03:04,1,63,108"
"Sterilisering av kvinner - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/rapport-om-sterilisering-2021-2023--status-og-utvikling/steriliseringer--utvikling-over-tid/sterilisering-av-kvinner,""7 Mar 2026"",08:58:20,1,82,75"
"Klinisk presentasjon - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/nevroendokrine-svulster-i-fordoyelsessystemet-handlingsprogram/net-med-ukjent-utgangspunkt/klinisk-presentasjon,""7 Mar 2026"",09:02:16,1,79.3,138"
"Pasientens prøvesvar, Helse Midt-Norge - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/pasientens-provesvar-helse-midt-norge,""7 Mar 2026"",08:59:00,1,71.8,100"
"§ 7-6 Skipsførers m.v. rett til rekvirering - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/rekvirering-til-saerlige-formal/-7-6-skipsforers-m.v.rett-til-rekvirering,""7 Mar 2026"",09:07:47,1,78.2,103"
"Tilbakemelding fra de regionale helseforetakene - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/forbedringer-av-fristbruddordningen-2024/deloppdrag-3-oppgjorslosning/tilbakemelding-fra-de-regionale-helseforetakene,""7 Mar 2026"",09:07:23,1,76.9,79"
"Mål - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/rapport-om-store-sprakmodeller-i-helse-og-omsorgstjenesten-risikoer-og-tilpasninger-til-norske-forhold/innledning/mal,""7 Mar 2026"",09:12:05,1,81.8,64"
"Vedlegg 3 Trender fysisk aktivitet kvinner - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kartlegging-av-fysisk-aktivitet-blant-voksne-og-eldre-2020-22-kan3/vedlegg/vedlegg-3-trender-fysisk-aktivitet-kvinner,""7 Mar 2026"",09:09:36,1,77.7,68"
"Forfattere - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4-en-metoderapport-om-deltakelse-og-kosthold-blant-personer-fodt-utenfor-norge/norkost-innvandrere/forfattere,""7 Mar 2026"",09:11:07,1,84.3,49"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/spraklige-prinsipper/innledning,""7 Mar 2026"",09:12:00,1,81.9,97"
"Miljøterapi ved avrusning - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/avrusning-fra-rusmidler-og-vanedannende-legemidler/psykososial-behandling-ved-avrusning/miljoterapi-ved-avrusning,""7 Mar 2026"",09:14:00,1,84.3,89"
"Tillatelser - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4-blant-eldre--en-tilleggsrapport-om-kostholdet-blant-deltakere-i-alderen-70-80-ar/utvalg-og-metode/tillatelser,""7 Mar 2026"",09:23:55,1,80,85"
"Brukermedvirkning ved avrusning - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/avrusning-fra-rusmidler-og-vanedannende-legemidler/brukermedvirkning-ved-avrusning/brukermedvirkning-ved-avrusning,""7 Mar 2026"",09:20:32,1,80.2,111"
"Utvikling gjennom kunnskap - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/omsorg-2020-arsrapport-2019/en-faglig-sterk-helse-og-omsorgstjeneste-den-nye-hjemmetjenesten/utvikling-gjennom-kunnskap,""7 Mar 2026"",09:23:06,1,79.2,128"
"VII Flytskjema: Metastatisk non-seminom med god prognose, unntatt CS IIA Mk- - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/testikkelkreft-handlingsprogram/appendix/vii-flytskjema-metastatisk-non-seminom-med-god-prognose-unntatt-cs-iia-mk,""7 Mar 2026"",09:20:10,1,75.6,169"
"Mangelfull informasjon om hørselshemming - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utredning-av-tilbud-til-horselshemmede/utfordringer-og-behov-for-videre-innsats/mangelfull-informasjon-om-horselshemming,""7 Mar 2026"",09:29:53,1,79.3,103"
"Rekruttering og utvikling i årsverk - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kompetanseloft-2025-arsrapport-2021/utfordringsbildet-som-grunnlag-for-mal-og-tiltak/rekruttering-og-utvikling-i-arsverk,""7 Mar 2026"",09:28:53,1,78.3,151"
"§ 8-1.Mottak av muntlig resept og rekvisisjon - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/mottak-av-resept-og-rekvisisjon/-8-1.mottak-av-muntlig-resept-og-rekvisisjon,""7 Mar 2026"",09:31:13,1,83.2,58"
"Klargjør for å ta i bruk ny EPJ - Helsedirektoratet,https://www.helsedirektoratet.no/normen/tiltak-ved-konvertering-og-bytte-av-epj-faktaark-53/tiltak-ved-konvertering-og-bytte-av-epj/klargjor-for-a-ta-i-bruk-ny-epj,""7 Mar 2026"",09:27:46,1,84.5,71"
"§ 4-1 Krav om tydelighet, datering og signering - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/krav-til-resept-og-rekvisisjon/-4-1-krav-om-tydelighet-datering-og-signering,""7 Mar 2026"",09:29:38,1,83.5,54"
"Kompetansebehov om bruker- og pårørendemedvirkning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kompetanseloft-2025-arsrapport-2021/ny-planperiode-kompetanseloft-2025/kompetansebehov-om-bruker-og-parorendemedvirkning,""7 Mar 2026"",09:27:43,1,73.3,86"
"ILP – isolated limp perfusion - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/sarkomer-handlingsprogram/stralebehandling-og-annen-lokalbehandling-ved-lokalisert-sykdom/ilp-solated-limb-perfusion,""7 Mar 2026"",09:35:15,1,79,96"
"Behov for legemidler og utstyr ved en pandemi - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/pandemiplanlegging/rad-til-spesialisthelsetjenesten-om-pandemiplanlegging/behov-for-legemidler-og-utstyr-ved-en-pandemi,""7 Mar 2026"",09:32:50,1,75.1,141"
"Retten til retting etter personvernlovgivningen - Helsedirektoratet,https://www.helsedirektoratet.no/normen/rettigheter-ved-behandling-av-helse-og-personopplysninger/retten-til-retting/retten-til-retting-etter-personvernlovgivningen,""7 Mar 2026"",09:32:34,1,76.1,97"
"Skal kreftkoordinator, demenskoordinator osv. registreres? - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/rapportering-av-koordinator/skal-kreftkoordinator-demenskoordinator-osv.registreres,""7 Mar 2026"",09:32:17,1,81.1,57"
"Kostnader til fastlegeordningen - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-for-allmennlegetjenesten-arsrapport-2021/kostnader-til-allmennlegetjenesten/kostnader-til-fastlegeordningen,""7 Mar 2026"",09:32:06,1,79.9,108"
"Pasientens legemiddelliste, Troms og Ofoten - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/pasientens-legemiddelliste-troms-og-ofoten,""7 Mar 2026"",09:33:23,1,76.5,93"
"Bruk av kosttilskudd - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4-blant-eldre--en-tilleggsrapport-om-kostholdet-blant-deltakere-i-alderen-70-80-ar/resultater/bruk-av-kosttilskudd,""7 Mar 2026"",09:41:08,1,80.5,87"
"Behov for kvalifisert personell ved en pandemi - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/pandemiplanlegging/rad-til-spesialisthelsetjenesten-om-pandemiplanlegging/behov-for-kvalifisert-personell-ved-en-pandemi,""7 Mar 2026"",09:41:33,1,75.4,88"
"Når bør barnet obduseres? - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/obduksjon-og-forskning-ved-dodsfall-hos-barn-informasjon-til-parorende/hva-skal-det-informeres-om/nar-bor-barnet-obduseres,""7 Mar 2026"",09:40:53,1,83.3,54"
"Grad av normering - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-tykktarm-og-endetarm-handlingsprogram/metode-og-prosess-ved-utarbeidelse-av-retningslinjene/grad-av-normering,""7 Mar 2026"",09:37:55,1,80.4,107"
"Oppdatering av handlingsprogrammet 2021, 6. utgave - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/pancreaskreft-bukspyttkjertelkreft-handlingsprogram/metode-og-prosess/oppdatering-av-handlingsprogrammet-2021-6.utgave,""7 Mar 2026"",09:45:29,1,76.2,108"
"Ambulerende audiografer fra spesialisthelsetjenesten - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utredning-av-tilbud-til-horselshemmede/drofting-og-vurdering-av-tiltak/ambulerende-audiografer-fra-spesialisthelsetjenesten,""7 Mar 2026"",09:44:58,1,74.8,113"
"Folkehelsearbeidet er kunnskapsbasert og tverrsektorielt - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/helsedirektoratets-arsrapport-2023/arets-resultater-og-aktiviteter/folkehelsearbeidet-er-kunnskapsbasert-og-tverrsektorielt,""7 Mar 2026"",09:46:18,1,75.1,145"
"Grunnlag for innhold i rapporten - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/digital-hjemmeoppfolging-sluttrapport-fra-nasjonal-utproving-2018-2021/bakgrunn-og-oppdrag/grunnlag-for-innhold-i-rapporten,""7 Mar 2026"",09:43:58,1,80.1,79"
"Oppfølging av pasienter uten initialt behov for rehabilitering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjerneslag/oppfolging-og-rehabilitering-ved-hjerneslag/oppfolging-av-pasienter-uten-initialt-behov-for-rehabilitering,""7 Mar 2026"",09:51:17,1,75.8,132"
"Status på tidligere anbefalte tiltak for legemiddelberedskap i Norge - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-legemiddelberedskap/dagens-legemiddelberedskap/status-pa-tidligere-anbefalte-tiltak-for-legemiddelberedskap-i-norge,""7 Mar 2026"",09:48:29,1,74.4,134"
"Relevant regelverk for stønad til kiropraktorbehandling - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/folketrygdloven-kap-5/rundskriv-til-folketrygdloven--5-9-kiropraktor/relevant-regelverk-for-stonad-til-kiropraktorbehandling,""7 Mar 2026"",09:47:44,1,79.5,58"
"Anbefalte tiltak - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utredning-av-tiltak-for-a-redusere-overdosedodsfall-som-skyldes-avhengighetsskapende-legemidler/anbefalinger/anbefalte-tiltak,""7 Mar 2026"",09:52:50,1,80.4,94"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/folketrygdloven-kap-5/rundskriv-til-folketrygdloven--5-24-a--stonad-til-helsetjenester-mottatt-i-et-annet-eos-land/innledning,""7 Mar 2026"",09:56:27,1,81.5,64"
